alias,mature,safe,range
vox_plr_1_generator_find_0,Your nation's weapons of war have already claimed~countless lives. You would wish to further this.,Your nation's weapons of war have already claimed~countless lives. You would wish to further this.,1600
vox_plr_1_generic_chastise_0,"I am trying but remember, we are fighting for our lives,~young girl.","I am trying but remember, we are fighting for our lives,~young girl.",1600
vox_plr_1_generic_chastise_1,There is much confusion in what you seek. I will do all I~can.,There is much confusion in what you seek. I will do all I~can.,1600
vox_plr_1_generic_chastise_2,The steps you speak of are hard to obey.,The steps you speak of are hard to obey.,1600
vox_plr_1_generic_chastise_3,You do not sound like an innocent when you speak with such~tone.,You do not sound like an innocent when you speak with such~tone.,1600
vox_plr_1_generic_encourage_0,My first loyalty is with the Motherland. That is my true~mission.,My first loyalty is with the Motherland. That is my true~mission.,1600
vox_plr_1_generic_encourage_1,"If freeing you ends this madness, then free you I will.","If freeing you ends this madness, then free you I will.",1600
vox_plr_1_generic_encourage_2,"I hope you speak the truth, young girl.","I hope you speak the truth, young girl.",1600
vox_plr_1_generic_wall_buy_0,This will suit my needs.,This will suit my needs.,1600
vox_plr_1_generic_wall_buy_1,Power such as this could provide weapons for the entire~Red Army.,Power such as this could provide weapons for the entire~Red Army.,1600
vox_plr_1_generic_wall_buy_2,I spend my money as I see fit.,I spend my money as I see fit.,1600
vox_plr_1_generic_wall_buy_3,"Reason be damned, I plucked this weapon from the very air.","Reason be damned, I plucked this weapon from the very air.",1600
vox_plr_1_generic_wall_buy_4,Do these mysterious forces wish to aid our survival?,Do these mysterious forces wish to aid our survival?,1600
vox_plr_1_get_beacon_0,A signal of some sort.,A signal of some sort.,1600
vox_plr_1_head_rspnd_to_plr_0_neg_0,"Typical American, always bragging.","Typical American, always bragging.",1600
vox_plr_1_head_rspnd_to_plr_0_neg_1,"Your skills are no match for mine, Dempsey.","Your skills are no match for mine, Dempsey.",1600
vox_plr_1_head_rspnd_to_plr_0_neg_2,Perhaps the creature sought mercy.,Perhaps the creature sought mercy.,1600
vox_plr_1_head_rspnd_to_plr_0_neg_3,Such a shot could only have come from luck.,Such a shot could only have come from luck.,1600
vox_plr_1_head_rspnd_to_plr_0_neg_4,The American's achievements do little to impress me.,The American's achievements do little to impress me.,1600
vox_plr_1_head_rspnd_to_plr_0_pos_0,See how Dempsey hungers for battle!,See how Dempsey hungers for battle!,1600
vox_plr_1_head_rspnd_to_plr_0_pos_1,"Your skills are impressive, Dempsey.","Your skills are impressive, Dempsey.",1600
vox_plr_1_head_rspnd_to_plr_0_pos_2,All should follow Dempsey's lead.,All should follow Dempsey's lead.,1600
vox_plr_1_head_rspnd_to_plr_0_pos_3,His head burst like overripe melon.,His head burst like overripe melon.,1600
vox_plr_1_head_rspnd_to_plr_0_pos_4,"I think you kill many this way, Dempsey.","I think you kill many this way, Dempsey.",1600
vox_plr_1_head_rspnd_to_plr_2_neg_0,Perhaps the German feeds only on our scraps.,Perhaps the German feeds only on our scraps.,1600
vox_plr_1_head_rspnd_to_plr_2_neg_1,Do you only pick on weakest German?,Do you only pick on weakest German?,1600
vox_plr_1_head_rspnd_to_plr_2_neg_2,"If the German fires an air enough times, he will find~target.","If the German fires an air enough times, he will find~target.",1600
vox_plr_1_head_rspnd_to_plr_2_neg_3,"Your luck surprises me, German.","Your luck surprises me, German.",1600
vox_plr_1_head_rspnd_to_plr_2_neg_4,"Do you call that mercy killing, German?","Do you call that mercy killing, German?",1600
vox_plr_1_head_rspnd_to_plr_2_pos_0,"Perhaps there is more to you than I thought, Richtofen.","Perhaps there is more to you than I thought, Richtofen.",1600
vox_plr_1_head_rspnd_to_plr_2_pos_1,"You are beginning to impress me, Richtofen.","You are beginning to impress me, Richtofen.",1600
vox_plr_1_head_rspnd_to_plr_2_pos_2,"Richtofen is not just doctor, but also soldier!","Richtofen is not just doctor, but also soldier!",1600
vox_plr_1_head_rspnd_to_plr_2_pos_3,There is a fire in your belly Richtofen!,There is a fire in your belly Richtofen!,1600
vox_plr_1_head_rspnd_to_plr_2_pos_4,"Good work, Richtofen. You fight like Russian.","Good work, Richtofen. You fight like Russian.",1600
vox_plr_1_head_rspnd_to_plr_3_neg_0,"Were you afraid to get close, Tokyo?","Were you afraid to get close, Tokyo?",1600
vox_plr_1_head_rspnd_to_plr_3_neg_1,"From such distance, Takeo, luck must play part.","From such distance, Takeo, luck must play part.",1600
vox_plr_1_head_rspnd_to_plr_3_neg_2,Takeo seeks to avoid blood on his hands.,Takeo seeks to avoid blood on his hands.,1600
vox_plr_1_head_rspnd_to_plr_3_neg_3,"Your kill does not impress me, Takeo.","Your kill does not impress me, Takeo.",1600
vox_plr_1_head_rspnd_to_plr_3_neg_4,"His head was easy target, Takeo.","His head was easy target, Takeo.",1600
vox_plr_1_head_rspnd_to_plr_3_pos_0,"You are skilled marksman, Takio.","You are skilled marksman, Takio.",1600
vox_plr_1_head_rspnd_to_plr_3_pos_1,Tokyo kills with great efficiency.,Tokyo kills with great efficiency.,1600
vox_plr_1_head_rspnd_to_plr_3_pos_2,"Of all of us, Takeo may be strongest marksman.","Of all of us, Takeo may be strongest marksman.",1600
vox_plr_1_head_rspnd_to_plr_3_pos_3,"You are indeed a warrior, Takeo.","You are indeed a warrior, Takeo.",1600
vox_plr_1_head_rspnd_to_plr_3_pos_4,The Hell Pig deserved to meet such an end.,The Hell Pig deserved to meet such an end.,1600
vox_plr_1_heal_revived_0,"You came close to death, my friend.","You came close to death, my friend.",1600
vox_plr_1_heal_revived_1,You have luck I was here.,You have luck I was here.,1600
vox_plr_1_heal_revived_2,"Enough resting, the fight is not yet over.","Enough resting, the fight is not yet over.",1600
vox_plr_1_heal_revived_3,"Without my help, you would be dead by now.","Without my help, you would be dead by now.",1600
vox_plr_1_heal_revived_4,"For the good of us all, we need you alive.","For the good of us all, we need you alive.",1600
vox_plr_1_heal_revived_neg_0,"You are weak, but we need all help we can get.","You are weak, but we need all help we can get.",1600
vox_plr_1_heal_revived_neg_1,"You have done little for our cause, but our numbers are~few.","You have done little for our cause, but our numbers are~few.",1600
vox_plr_1_heal_revived_pos_0,You may be strongest among us.,You may be strongest among us.,1600
vox_plr_1_heal_revived_pos_1,I have seen how bravely you fight.,I have seen how bravely you fight.,1600
vox_plr_1_hear_samantha_1_0,I heard her. A girl. She begs for help.,I heard her. A girl. She begs for help.,1600
vox_plr_1_hear_samantha_2_0,"Again, I hear a young girl. Where is she? Can we help her?","Again, I hear a young girl. Where is she? Can we help her?",1600
vox_plr_1_hear_samantha_3_0,"These steps you speak of, do you remember them?","These steps you speak of, do you remember them?",1600
vox_plr_1_heroes_confer_0,Tell me of this girl who talks to us. Where is she?,Tell me of this girl who talks to us. Where is she?,1600
vox_plr_1_kill_close_0,"What are you, fucking Rasputin? Die already!","What are you, immortal? Die already!",1600
vox_plr_1_kill_close_1,Your foul stench offends me!,Your foul stench offends me!,1600
vox_plr_1_kill_close_2,You are not my comrade!,You are not my comrade!,1600
vox_plr_1_kill_close_3,Your actions only hasten your demise!,Your actions only hasten your demise!,1600
vox_plr_1_kill_close_4,I am not your prey!,I am not your prey!,1600
vox_plr_1_kill_close_5,Reap what you sow!,Reap what you sow!,1600
vox_plr_1_kill_damaged_0,Your actions sowed the seeds of your own destruction.,Your actions sowed the seeds of your own destruction.,1600
vox_plr_1_kill_damaged_1,Your fated touch is unwelcome.,Your fated touch is unwelcome.,1600
vox_plr_1_kill_damaged_2,I will break you!,I will break you!,1600
vox_plr_1_kill_damaged_3,"No sin goes unpunished, rat.","No sin goes unpunished, rat.",1600
vox_plr_1_kill_damaged_4,You have awoken the sleeping bear!,You have awoken the sleeping bear!,1600
vox_plr_1_kill_drone_0,I am grateful for assistance.,I am grateful for assistance.,1600
vox_plr_1_kill_drone_1,Your air support is welcomed.,Your air support is welcomed.,1600
vox_plr_1_kill_drone_2,Richtofen's machine proves useful.,Richtofen's machine proves useful.,1600
vox_plr_1_kill_explo_0,Burn in the fires of hell!,Burn forever!,1600
vox_plr_1_kill_explo_1,Those rats could not have survived the explosion.,Those rats could not have survived the explosion.,1600
vox_plr_1_kill_explo_2,They burn like roasted swine.,They burn like roasted swine.,1600
vox_plr_1_kill_explo_3,The flesh burns from your bones!,The flesh burns from your bones!,1600
vox_plr_1_kill_explo_4,"After the flames die, there will be little left.","After the flames die, there will be little left.",1600
vox_plr_1_kill_fire_0,I will burn this land to cinders!,I will burn this land to cinders!,1600
vox_plr_1_kill_fire_1,Burn in the flames of eternal damnation!,Burn in the flames of eternal damnation!,1600
vox_plr_1_kill_fire_2,No animal can escape the fire!,No animal can escape the fire!,1600
vox_plr_1_kill_fire_3,Embrace the inferno!,Embrace the inferno!,1600
vox_plr_1_kill_fire_4,I WILL FUEL THE FIRES OF REVOLUTION!,I WILL FUEL THE FIRES OF REVOLUTION!,1600
vox_plr_1_kill_fire_upgrade_0,You burn like fire through Winter Palace!,You burn like fire through Winter Palace!,1600
vox_plr_1_kill_fire_upgrade_1,Even the fires of Hades are no match for this!,Even the fires of Hades are no match for this!,1600
vox_plr_1_kill_fire_upgrade_2,"Once lit, the flames of revolution can never be~extinguished.","Once lit, the flames of revolution can never be~extinguished.",1600
vox_plr_1_kill_fire_upgrade_3,The fire will cleanse this land of evil!,The fire will cleanse this land of evil!,1600
vox_plr_1_kill_fire_upgrade_4,There is no escape from the inferno!,There is no escape from the inferno!,1600
vox_plr_1_kill_headshot_0,You were doomed from the start.,You were doomed from the start.,1600
vox_plr_1_kill_headshot_1,There was no hope for you.,There was no hope for you.,1600
vox_plr_1_kill_headshot_2,My bullet finds its target.,My bullet finds its target.,1600
vox_plr_1_kill_headshot_3,Fall like the winter snows of Siberia!,Fall like the winter snows of Siberia!,1600
vox_plr_1_kill_headshot_4,Perhaps death will bring you peace.,Perhaps death will bring you peace.,1600
vox_plr_1_kill_headshot_5,"Hmm, you did not foresee the manner of your execution.","Hmm, you did not foresee the manner of your execution.",1600
vox_plr_1_kill_headshot_6,"Even at range, my skill greatly exceeds yours.","Even at range, my skill greatly exceeds yours.",1600
vox_plr_1_kill_headshot_7,"I trust you will stay dead this time, rat.","I trust you will stay dead this time, rat.",1600
vox_plr_1_kill_headshot_8,You offered your head as target practice.,You offered your head as target practice.,1600
vox_plr_1_kill_ice_0,You know nothing of Russian winters!,You know nothing of Russian winters!,1600
vox_plr_1_kill_ice_1,Shatter before Nikolai!,Shatter before Nikolai!,1600
vox_plr_1_kill_ice_2,It will be long winter for you!,It will be long winter for you!,1600
vox_plr_1_kill_ice_3,I take pleasure watching your blood turn to ice.,I take pleasure watching your blood turn to ice.,1600
vox_plr_1_kill_ice_4,Freeze like the ice on the Neva River!,Freeze like the ice on the Neva River!,1600
vox_plr_1_kill_ice_upgrade_0,The Staff's Blizzard will consume you!,The Staff's Blizzard will consume you!,1600
vox_plr_1_kill_ice_upgrade_1,Die upon my frozen lake!,Die upon my frozen lake!,1600
vox_plr_1_kill_ice_upgrade_2,That cold blast will snap your bones!,That cold blast will snap your bones!,1600
vox_plr_1_kill_ice_upgrade_3,Your very hearts become brittle like ice.,Your very hearts become brittle like ice.,1600
vox_plr_1_kill_ice_upgrade_4,Nothing can escape my frozen fire!,Nothing can escape my frozen fire!,1600
vox_plr_1_kill_insta_0,You are dead already!,You are dead already!,1600
vox_plr_1_kill_insta_1,Die like the rat you are!,Die like the rat you are!,1600
vox_plr_1_kill_insta_2,I will not be oppressed!,I will not be oppressed!,1600
vox_plr_1_kill_insta_3,I will dance on your graves!,I will dance on your graves!,1600
vox_plr_1_kill_insta_4,You break like dry twig!,You break like dry twig!,1600
vox_plr_1_kill_light_0,"Like Thor's hammer, the lightning strikes you down!","Like Thor's hammer, the lightning strikes you down!",1600
vox_plr_1_kill_light_1,The elemental power of lightning destroys all in its path.,The elemental power of lightning destroys all in its path.,1600
vox_plr_1_kill_light_2,Feel the lightning tear through your flesh!,Feel the lightning tear through your flesh!,1600
vox_plr_1_kill_light_3,"No creature, living or dead, can withstand the Thunderbolt~Strike.","No creature, living or dead, can withstand the Thunderbolt~Strike.",1600
vox_plr_1_kill_light_4,The power of the gods is mine to wield!,The power of the gods is mine to wield!,1600
vox_plr_1_kill_light_upgrade_0,"From one to the next, the cold hand of death will touch~you all.","From one to the next, the cold hand of death will touch~you all.",1600
vox_plr_1_kill_light_upgrade_1,There can be no escape from Storm!,There can be no escape from Storm!,1600
vox_plr_1_kill_light_upgrade_2,"Torn from within, the lightning will consume you all!","Torn from within, the lightning will consume you all!",1600
vox_plr_1_kill_light_upgrade_3,Only in death will your pain be at end.,Only in death will your pain be at end.,1600
vox_plr_1_kill_light_upgrade_4,"Oh, I can almost feel the lightning's energy as it rips~through your flesh!","Oh, I can almost feel the lightning's energy as it rips~through your flesh!",1600
vox_plr_1_kill_one_inch_0,You die by my hand!,You die by my hand!,1600
vox_plr_1_kill_one_inch_1,My punch is like missile!,My punch is like missile!,1600
vox_plr_1_kill_one_inch_2,I will crush my enemies!,I will crush my enemies!,1600
vox_plr_1_kill_one_inch_3,"Be gone, Hellspawn!","Be gone, Hellspawn!",1600
vox_plr_1_kill_one_inch_4,Feel the force of revolution!,Feel the force of revolution!,1600
vox_plr_1_kill_ray_0,Your foul stench offends me.,Your foul stench offends me.,1600
vox_plr_1_kill_ray_1,I will boil your blood!,I will boil your blood!,1600
vox_plr_1_kill_ray_2,Feel the might of the Red Army!,Feel the might of the Red Army!,1600
vox_plr_1_kill_ray_3,Look for me? Find only death.,Look for me? Find only death.,1600
vox_plr_1_kill_ray_4,"Though beyond my understanding, this technology is very~powerful.","Though beyond my understanding, this technology is very~powerful.",1600
vox_plr_1_kill_raymk2_0,No living thing could withstand such firepower.,No living thing could withstand such firepower.,1600
vox_plr_1_kill_raymk2_1,Technology belongs in the right hands.,Technology belongs in the right hands.,1600
vox_plr_1_kill_raymk2_2,A barrage of light cutting through all in its path.,A barrage of light cutting through all in its path.,1600
vox_plr_1_kill_raymk2_3,Not all weapons are created equal.,Not all weapons are created equal.,1600
vox_plr_1_kill_raymk2_4,Only fool would stand before such a weapon.,Only fool would stand before such a weapon.,1600
vox_plr_1_kill_streak_0,Feel the might of the Motherland!,Feel the might of the Motherland!,1600
vox_plr_1_kill_streak_1,I WILL BREAK YOU!,I WILL BREAK YOU!,1600
vox_plr_1_kill_streak_2,"I fight for a cause, my own survival.","I fight for a cause, my own survival.",1600
vox_plr_1_kill_streak_3,There is nothing you can do to stop my advance!,There is nothing you can do to stop my advance!,1600
vox_plr_1_kill_streak_4,Who among you can challenge me?,Who among you can challenge me?,1600
vox_plr_1_kill_streak_5,Nothing can suppress the beating heart of a true Russian!,Nothing can suppress the beating heart of a true Russian!,1600
vox_plr_1_kill_streak_6,I am Nikolai! Fall before me!,I am Nikolai! Fall before me!,1600
vox_plr_1_kill_tank_0,The fire will consume all in our path.,The fire will consume all in our path.,1600
vox_plr_1_kill_tank_1,The flamethrower will burn many hell pigs this day.,The flamethrower will burn many hell pigs this day.,1600
vox_plr_1_kill_tank_2,Nothing can stop a Russian advance!,Nothing can stop a Russian advance!,1600
vox_plr_1_kill_wind_0,Feel the winds of change!,Feel the winds of change!,1600
vox_plr_1_kill_wind_1,"Oh, even Siberia has never known a wind so fierce.","Oh, even Siberia has never known a wind so fierce.",1600
vox_plr_1_kill_wind_2,The cold wind will chill you to your bones.,The cold wind will chill you to your bones.,1600
vox_plr_1_kill_wind_3,To stand before such a mighty force is to run toward death~himself!,To stand before such a mighty force is to run toward death~himself!,1600
vox_plr_1_kill_wind_4,Embrace the elements. Embrace a destiny of death.,Embrace the elements. Embrace a destiny of death.,1600
vox_plr_1_kill_wind_upgrade_0,This whirling dervish devours all who stand before it.,This whirling dervish devours all who stand before it.,1600
vox_plr_1_kill_wind_upgrade_1,Even the fiercest Borowinds pale in comparison to this~staff's power.,Even the fiercest Borowinds pale in comparison to this~staff's power.,1600
vox_plr_1_kill_wind_upgrade_2,"Far and wide, the wind will scatter your remains.","Far and wide, the wind will scatter your remains.",1600
vox_plr_1_kill_wind_upgrade_3,It is a wind like dragon's breath!,It is a wind like dragon's breath!,1600
vox_plr_1_kill_wind_upgrade_4,Succumb to the hurricane storm!,Succumb to the hurricane storm!,1600
vox_plr_1_lockdown_generic_0,I must bring power to this object.,I must bring power to this object.,1600
vox_plr_1_mech_defeated_0,"Like Russian, he fought to the bitter end.","Like Russian, he fought to the bitter end.",1600
vox_plr_1_mech_defeated_1,The Metal Monster is defeated.,The Metal Monster is defeated.,1600
vox_plr_1_mech_defeated_2,We are victorious!,We are victorious!,1600
vox_plr_1_miss_tank_0,Wait! I'm still on ground!,Wait! I'm still on ground!,1600
vox_plr_1_miss_tank_1,You'll live without Nikolai!,You'll live without Nikolai!,1600
vox_plr_1_miss_tank_2,I did not get on in time!,I did not get on in time!,1600
vox_plr_1_multiple_mechs_0,The Armored One returns with allies!,The Armored One returns with allies!,1600
vox_plr_1_multiple_mechs_1,We must defeat multiple armored creatures!,We must defeat multiple armored creatures!,1600
vox_plr_1_multiple_mechs_2,Defeating one was hard enough.,Defeating one was hard enough.,1600
vox_plr_1_nomoney_generic_0,"Others hoard, while the people remain in poverty.","Others hoard, while the people remain in poverty.",1600
vox_plr_1_nomoney_generic_1,I have little money. I am but a humble pauper.,I have little money. I am but a humble pauper.,1600
vox_plr_1_nomoney_generic_2,The distribution of wealth is part of a broken system.,The distribution of wealth is part of a broken system.,1600
vox_plr_1_nomoney_generic_3,I have nothing to offer.,I have nothing to offer.,1600
vox_plr_1_nomoney_generic_4,What you seek remains out of reach to the common man.,What you seek remains out of reach to the common man.,1600
vox_plr_1_oh_shit_0,The Filthy Rats use strength in numbers to their~advantage.,The Filthy Rats use strength in numbers to their~advantage.,1600
vox_plr_1_oh_shit_1,Do I stand alone against our oppressors?,Do I stand alone against our oppressors?,1600
vox_plr_1_oh_shit_2,"Even in the face of overwhelming odds, I will never~surrender!","Even in the face of overwhelming odds, I will never~surrender!",1600
vox_plr_1_oh_shit_3,I am prepared to give my life for the greater good!,I am prepared to give my life for the greater good!,1600
vox_plr_1_oh_shit_4,Your numbers do not intimidate me. I fear nothing!,Your numbers do not intimidate me. I fear nothing!,1600
vox_plr_1_oh_shit_5,Only with your combined strength do you stand any chance.,Only with your combined strength do you stand any chance.,1600
vox_plr_1_oh_shit_6,"Stay back, Hellpigs! I am ready to fight till my last~breath!","Stay back, Hellpigs! I am ready to fight till my last~breath!",1600
vox_plr_1_outcome_no_generic_0,Another failure.,Another failure.,1600
vox_plr_1_outcome_no_generic_1,We have made mistake.,We have made mistake.,1600
vox_plr_1_outcome_no_generic_2,What did we do wrong?,What did we do wrong?,1600
vox_plr_1_outcome_yes_generic_0,Our actions have consequence.,Our actions have consequence.,1600
vox_plr_1_outcome_yes_generic_1,Just what have we achieved?,Just what have we achieved?,1600
vox_plr_1_outcome_yes_generic_2,Something has changed.,Something has changed.,1600
vox_plr_1_pap_arm_0,How was this modification achieved?,How was this modification achieved?,1600
vox_plr_1_pap_arm_1,More firepower is welcome in my hands.,More firepower is welcome in my hands.,1600
vox_plr_1_pap_arm_2,My weapon is transformed!,My weapon is transformed!,1600
vox_plr_1_pap_arm_3,"If we are to survive, we must make good use of this~machine.","If we are to survive, we must make good use of this~machine.",1600
vox_plr_1_pap_arm_4,This weapon now belongs to Russia.,This weapon now belongs to Russia.,1600
vox_plr_1_perk_jugga_0,I have the strength of man who fights for greater good!,I have the strength of man who fights for greater good!,1600
vox_plr_1_perk_mule_0,"Strong like Ox, I am ready to bear any burden.","Strong like Ox, I am ready to bear any burden.",1600
vox_plr_1_perk_one_inch_0,I will rule over the undead with an iron fist!,I will rule over the undead with an iron fist!,1600
vox_plr_1_perk_one_inch_1,My punch could knock out a bear!,My punch could knock out a bear!,1600
vox_plr_1_perk_one_inch_2,A definite improvement over bare-knuckle fighting.,A definite improvement over bare-knuckle fighting.,1600
vox_plr_1_perk_revive_0,"Ugh, this tastes like trench water.","Ugh, this tastes like trench water.",1600
vox_plr_1_perk_speed_0,I feel a rush of energy coursing through my blood.,I feel a rush of energy coursing through my blood.,1600
vox_plr_1_perk_stamine_0,My weary muscles feel refreshed.,My weary muscles feel refreshed.,1600
vox_plr_1_perk_wonder_0,Drinks effects are unpredictable.,Drinks effects are unpredictable.,1600
vox_plr_1_pickup_brain_0,The German decided to keep the brain of his friend? I~believe something similar happened to Rasputin.,The German decided to keep the brain of his friend? I~believe something similar happened to Rasputin.,1600
vox_plr_1_pickup_crystal_0,"Oh, never have I held an object of such value.","Oh, never have I held an object of such value.",1600
vox_plr_1_pickup_fire_0,"Finally, this staff is ours.","Finally, this staff is ours.",1600
vox_plr_1_pickup_generic_0,Who would abandon such a thing?,Who would abandon such a thing?,1600
vox_plr_1_pickup_generic_1,What do I have here?,What do I have here?,1600
vox_plr_1_pickup_generic_2,This may be of value.,This may be of value.,1600
vox_plr_1_pickup_generic_3,Something tells me this is important.,Something tells me this is important.,1600
vox_plr_1_pickup_generic_4,Everything has value.,Everything has value.,1600
vox_plr_1_pickup_gramophone_0,This gramophone will allow us to listen to recordings.,This gramophone will allow us to listen to recordings.,1600
vox_plr_1_pickup_ice_0,"A Staff of Ice, called the Siberian Winter.","A Staff of Ice, called the Siberian Winter.",1600
vox_plr_1_pickup_light_0,"Somehow, these staffs may free the girl.","Somehow, these staffs may free the girl.",1600
vox_plr_1_pickup_record_0,This is useless without gramophone to play it on.,This is useless without gramophone to play it on.,1600
vox_plr_1_pickup_shovel_0,I may have need for this. Many things are buried beneath~the surface.,I may have need for this. Many things are buried beneath~the surface.,1600
vox_plr_1_pickup_staff_part_0,It is but part of staff.,It is but part of staff.,1600
vox_plr_1_pickup_staff_part_1,There may be other staff parts nearby.,There may be other staff parts nearby.,1600
vox_plr_1_pickup_staff_part_2,I will try to find other staff parts.,I will try to find other staff parts.,1600
vox_plr_1_pickup_wind_0,This staff will carve the very air like the winds of Bora.,This staff will carve the very air like the winds of Bora.,1600
vox_plr_1_place_gramophone_0,Perhaps we may discover song's meaning.,Perhaps we may discover song's meaning.,1600
vox_plr_1_powerup_ammo_0,The gift of ammunition has been bestowed upon us.,The gift of ammunition has been bestowed upon us.,1600
vox_plr_1_powerup_ammo_1,"Ammunition shared amongst us all, as it should be.","Ammunition shared amongst us all, as it should be.",1600
vox_plr_1_powerup_ammo_2,We have the means to ensure our victory.,We have the means to ensure our victory.,1600
vox_plr_1_powerup_firesale_0,"Finally, the box seeks to redistribute ownership of its~material goods.","Finally, the box seeks to redistribute ownership of its~material goods.",1600
vox_plr_1_powerup_firesale_1,The weapons of the box are now within the grasp of the~common man.,The weapons of the box are now within the grasp of the~common man.,1600
vox_plr_1_powerup_firesale_2,I fear this revolution will not last.,I fear this revolution will not last.,1600
vox_plr_1_powerup_insta_0,"With greater strength, we will crush our enemies!","With greater strength, we will crush our enemies!",1600
vox_plr_1_powerup_insta_1,I feel a ferocious power coursing through my veins.,I feel a ferocious power coursing through my veins.,1600
vox_plr_1_powerup_insta_2,I am even more eager for battle than before!,I am even more eager for battle than before!,1600
vox_plr_1_powerup_nuke_0,"So much evil, swept away by a mighty force.","So much evil, swept away by a mighty force.",1600
vox_plr_1_powerup_nuke_1,Perhaps these unknown forces seek to help us.,Perhaps these unknown forces seek to help us.,1600
vox_plr_1_powerup_nuke_2,"Like strong men, our enemies fall before us.","Like strong men, our enemies fall before us.",1600
vox_plr_1_powerup_zombie_blood_0,I feel different. A foul stench floods my nostrils.,I feel different. A foul stench floods my nostrils.,1600
vox_plr_1_powerup_zombie_blood_1,I have something in common with the undead masses.,I have something in common with the undead masses.,1600
vox_plr_1_powerup_zombie_blood_2,They mistake me for one of their own.,They mistake me for one of their own.,1600
vox_plr_1_purge_robot_0,That sounds ominous.,That sounds ominous.,1600
vox_plr_1_rebuild_boards_0,At least these boards will keep them out for short time.,At least these boards will keep them out for short time.,1600
vox_plr_1_rebuild_boards_1,This will slow their assault.,This will slow their assault.,1600
vox_plr_1_recapture_initiated_0,The Hellspawn fight for control of the generators.,The Hellspawn fight for control of the generators.,1600
vox_plr_1_recapture_initiated_1,We must repel their attack or the generator will fall!,We must repel their attack or the generator will fall!,1600
vox_plr_1_recapture_prevented_0,We emerge victorious from battle!,We emerge victorious from battle!,1600
vox_plr_1_recapture_prevented_1,Their assault has been repelled. The area is ours.,Their assault has been repelled. The area is ours.,1600
vox_plr_1_respond_maxis_4_0,"If it really contains weapons, I will break it open.","If it really contains weapons, I will break it open.",1600
vox_plr_1_revive_player_0,Do not think me ungrateful.,Do not think me ungrateful.,1600
vox_plr_1_revive_player_1,See what happens when we work together?,See what happens when we work together?,1600
vox_plr_1_revive_player_2,I was ready and willing to give my life for the greater~good.,I was ready and willing to give my life for the greater~good.,1600
vox_plr_1_revive_player_3,Forgive my carelessness.,Forgive my carelessness.,1600
vox_plr_1_revive_player_4,"Once more, I rise against our common enemy.","Once more, I rise against our common enemy.",1600
vox_plr_1_roaming_zombies_0,They're amassing for assault on Generator.,They're amassing for assault on Generator.,1600
vox_plr_1_roaming_zombies_1,We must repel their attack on Generator.,We must repel their attack on Generator.,1600
vox_plr_1_robot_crush_golden_0,"Sometimes, a soldier is saved by his equipment.","Sometimes, a soldier is saved by his equipment.",1600
vox_plr_1_robot_crush_mech_0,Hey! The mud has him trapped!,Hey! The mud has him trapped!,1600
vox_plr_1_robot_crush_player_0,"Someone, help me to my feet!","Someone, help me to my feet!",1600
vox_plr_1_robot_crush_player_1,I need help! I am injured!,I need help! I am injured!,1600
vox_plr_1_robot_crush_zombie_0,Haha! The robot proves unlikely ally!,Haha! The robot proves unlikely ally!,1600
vox_plr_1_rspnd_drone_revive_0,"Thank you, Strange Machine.","Thank you, Strange Machine.",1600
vox_plr_1_rspnd_drone_revive_1,"The machine saved me, but how?","The machine saved me, but how?",1600
vox_plr_1_rspnd_drone_revive_2,Snatched from the jaws of death.,Snatched from the jaws of death.,1600
vox_plr_1_rspnd_mech_grab_0,It has me!,It has me!,1600
vox_plr_1_rspnd_mech_grab_1,"Let go, Iron Monster!","Let go, Iron Monster!",1600
vox_plr_1_rspnd_mech_jump_0,How can something so heavy take to air?,How can something so heavy take to air?,1600
vox_plr_1_sam_nikolai_1_0,I am a proud revolutionary. You need not tell me what I~already know.,I am a proud revolutionary. You need not tell me what I~already know.,1600
vox_plr_1_sam_nikolai_2_0,"Maybe you have wrong, man. I seek power only for the~people.","Maybe you have wrong, man. I seek power only for the~people.",1600
vox_plr_1_see_robots_0,Such machines could conquer nations!,Such machines could conquer nations!,1600
vox_plr_1_shoot_mech_arm_0,Take out his arm!,Take out his arm!,1600
vox_plr_1_shoot_mech_arm_1,Target the arm!,Target the arm!,1600
vox_plr_1_shoot_mech_arm_2,Try to shoot his arm!,Try to shoot his arm!,1600
vox_plr_1_shoot_mech_head_0,Shoot his head!,Shoot his head!,1600
vox_plr_1_shoot_mech_head_1,Aim for head!,Aim for head!,1600
vox_plr_1_shoot_mech_head_2,Put bullet in head!,Put bullet in head!,1600
vox_plr_1_shoot_mech_power_0,Maybe the glow is his weak spot!,Maybe the glow is his weak spot!,1600
vox_plr_1_shoot_robot_0,The Giant's armor is impenetrable.,The Giant's armor is impenetrable.,1600
vox_plr_1_shoot_robot_1,Our fire will not damage robot!,Our fire will not damage robot!,1600
vox_plr_1_siren_1st_time_0,"What does the siren signify, Chairman?","What does the siren signify, Chairman?",1600
vox_plr_1_siren_generic_0,Sounds like trouble!,Sounds like trouble!,1600
vox_plr_1_siren_generic_1,The armored zombies are moving in!,The armored zombies are moving in!,1600
vox_plr_1_siren_generic_2,"Again, we must battle the armored ones.","Again, we must battle the armored ones.",1600
vox_plr_1_srnd_rspnd_to_plr_0_neg_0,"You're on your own, American.","You're on your own, American.",1600
