alias,mature,safe,range
vox_plr_0_wpck_judge_2,Huh. Loud enough to do the job. I guess.,Huh. Loud enough to do the job. I guess.,1250
vox_plr_0_wpck_kap_0,Maybe I can use this to scrape out a grave.,Maybe I can use this to scrape out a grave.,1250
vox_plr_0_wpck_kap_1,"Oh, I get it, Devil Box. You fucking with Russman!","Oh, I get it, Devil Box. You fucking with Russman!",1250
vox_plr_0_wpck_kap_2,What a shitty trick.,What a shitty trick.,1250
vox_plr_0_wpck_knife_0,It's a knife that shoots knives! Ha ha! What the fuck?,It's a knife that shoots knives! Ha ha! What the fuck?,1250
vox_plr_0_wpck_knife_1,It shoots the blade? Then I gotta go pick it up? What kind~of weirdo piece of shit is this?,It shoots the blade? Then I gotta go pick it up? What kind~of weirdo piece of shit is this?,1250
vox_plr_0_wpck_knife_2,Gonna slice and dice!,Gonna slice and dice!,1250
vox_plr_0_wpck_m1216_0,Another shotgun? Do I look like I got cataracts to you?,Another shotgun? Do I look like I got cataracts to you?,1250
vox_plr_0_wpck_m1216_1,Too noisy. Brings the freaks running.,Too noisy. Brings the freaks running.,1250
vox_plr_0_wpck_m1216_2,"Once again, Russman loses out in the luck of the draw.","Once again, Russman loses out in the luck of the draw.",1250
vox_plr_0_wpck_m32_0,"Here comes the glory, you undead freakalopes!","Here comes the glory, you undead freakalopes!",1250
vox_plr_0_wpck_m32_1,Do you love it? I love it. I got it from the Devil Box.,Do you love it? I love it. I got it from the Devil Box.,1250
vox_plr_0_wpck_m32_2,"Get ready to kiss the sky, Necrofuckers!","Get ready to kiss the sky, Necrofuckers!",1250
vox_plr_0_wpck_m8a1_0,"Not the best, not the worst.","Not the best, not the worst.",1250
vox_plr_0_wpck_m8a1_1,Super Fast Lead Spinner Deluxe.,Super Fast Lead Spinner Deluxe.,1250
vox_plr_0_wpck_m8a1_2,You know what would make this better? A grenade launcher!,You know what would make this better? A grenade launcher!,1250
vox_plr_0_wpck_monkey_0,These things go boom. I like stuff that goes boom.,These things go boom. I like stuff that goes boom.,1250
vox_plr_0_wpck_monkey_1,Just what the doctor ordered.,Just what the doctor ordered.,1250
vox_plr_0_wpck_monkey_2,Splatter time!,Splatter time!,1250
vox_plr_0_wpck_python_0,Ha ha ha! The finger of fate!,Ha ha ha! The finger of fate!,1250
vox_plr_0_wpck_python_1,Cantaloupe-sized exit wounds coming right up!,Cantaloupe-sized exit wounds coming right up!,1250
vox_plr_0_wpck_python_2,"Hmm, I'm gonna call you, uh, The Finisher.","Hmm, I'm gonna call you, uh, The Finisher.",1250
vox_plr_0_wpck_ray_0,Ha ha ha! This is gonna be one sweet birthday party!,Ha ha ha! This is gonna be one sweet birthday party!,1250
vox_plr_0_wpck_ray_1,Them stank stumblers are gonna cook from the inside out.,Them stank stumblers are gonna cook from the inside out.,1250
vox_plr_0_wpck_ray_2,"It's like the whole world has a throat, and I got my hands~around it.","It's like the whole world has a throat, and I got my hands~around it.",1250
vox_plr_0_wpck_rpd_0,Gonna go mow some lawns!,Gonna go mow some lawns!,1250
vox_plr_0_wpck_rpd_1,"Oh yeah, time for some of that battle rattle!","Oh yeah, time for some of that battle rattle!",1250
vox_plr_0_wpck_rpd_2,Ha ha! This bad boy shakes these old bones awake!,Ha ha! This bad boy shakes these old bones awake!,1250
vox_plr_0_wpck_rpg_0,You look pretty as a peach.,You look pretty as a peach.,1250
vox_plr_0_wpck_rpg_1,Mm-hmm. That karma's coming to town.,Mm-hmm. That karma's coming to town.,1250
vox_plr_0_wpck_rpg_2,"Happy Birthday, Russman!","Happy Birthday, Russman!",1250
vox_plr_0_wpck_saiga12_0,"This here's a gun for the young lady, I think.","This here's a gun for the young lady, I think.",1250
vox_plr_0_wpck_saiga12_1,"You trying to say I need a shotgun cause I'm old, Devil~Box?","You trying to say I need a shotgun cause I'm old, Devil~Box?",1250
vox_plr_0_wpck_saiga12_2,Gonna get my clothes all juicy.,Gonna get my clothes all juicy.,1250
vox_plr_0_wpck_sidr_0,"Oh goody, my favorite. By which I mean, I hate it.","Oh goody, my favorite. By which I mean, I hate it.",1250
vox_plr_0_wpck_sidr_1,Russman prefers a man's gun.,Russman prefers a man's gun.,1250
vox_plr_0_wpck_sidr_2,Maybe I'll just shoot myself with it and put me out of my~misery.,Maybe I'll just shoot myself with it and put me out of my~misery.,1250
vox_plr_0_wpck_type25_0,Great day in the morning!,Great day in the morning!,1250
vox_plr_0_wpck_type25_1,"Wakey, wakey, eggs and bakey!","Wakey, wakey, eggs and bakey!",1250
vox_plr_0_wpck_type25_2,"Oh, the goose is calling.","Oh, the goose is calling.",1250
vox_plr_0_wpck_x95l_0,You're loud for such a little thing.,You're loud for such a little thing.,1250
vox_plr_0_wpck_x95l_1,This'll do it to it.,This'll do it to it.,1250
vox_plr_0_wpck_x95l_2,"Your bark is small, but you got one hell of a bite.","Your bark is small, but you got one hell of a bite.",1250
vox_plr_1_ammo_low_0,Looks like I brought a spoon to a gunfight.,Looks like I brought a spoon to a gunfight.,1250
vox_plr_1_ammo_low_1,"Oh, getting a little too close to click, click, click!","Oh, getting a little too close to click, click, click!",1250
vox_plr_1_ammo_low_2,Looks like I've been too trigger happy!,Looks like I've been too trigger happy!,1250
vox_plr_1_ammo_low_3,"Oh, and why am I out of bullets? Hello? Who's responsible~for that?","Oh, and why am I out of bullets? Hello? Who's responsible~for that?",1250
vox_plr_1_ammo_low_4,"Okay, shoot first, beg for ammo later.","Okay, shoot first, beg for ammo later.",1250
vox_plr_1_ammo_out_0,"Damnation! Now, I knew I was supposed to buy something.~What was the... Bullets! Oh, it was bullets!","Damnation! Now, I knew I was supposed to buy something.~What was the... Bullets! Oh, it was bullets!",1250
vox_plr_1_ammo_out_1,There's a reason I carry a knife. Because there's only~one. It's less counting.,There's a reason I carry a knife. Because there's only~one. It's less counting.,1250
vox_plr_1_ammo_out_2,"Ah, paint chips! Now I really went and did it!","Ah, paint chips! Now I really went and did it!",1250
vox_plr_1_ammo_out_3,I don't need a gun!,I don't need a gun!,1250
vox_plr_1_ammo_out_4,I need more ammo. And cheese! I need ammo and cheese!,I need more ammo. And cheese! I need ammo and cheese!,1250
vox_plr_1_ammo_out_5,I heard they put something in the water to make you forget~to count your bullets. It's the game.,I heard they put something in the water to make you forget~to count your bullets. It's the game.,1250
vox_plr_1_avogadro_above_0,"Oh, those probers ain't getting me!","Oh, those probers ain't getting me!",1250
vox_plr_1_avogadro_above_1,"Oh, I know that lightning! That proper's on the way!","Oh, I know that lightning! That proper's on the way!",1250
vox_plr_1_avogadro_above_2,"OH NO YOU DON'T, UGLY!","OH NO YOU DON'T, UGLY!",1250
vox_plr_1_avogadro_arrive_0,"Okay, I think it's time to run now!","Okay, I think it's time to run now!",1250
vox_plr_1_avogadro_arrive_1,No! Don't probe me! Not again!,No! Don't probe me! Not again!,1250
vox_plr_1_avogadro_arrive_2,STAY BACK ELECTRO FREAK!,STAY BACK ELECTRO FREAK!,1250
vox_plr_1_avogadro_atkbus_0,It's zapping the bus! It's zapping the bus! Stop it before~we're dead in the water!,It's zapping the bus! It's zapping the bus! Stop it before~we're dead in the water!,1250
vox_plr_1_avogadro_atkbus_1,"It's Probe and the bus? Oh, dirty prevert.","It's Probe and the bus? Oh, dirty prevert.",1250
vox_plr_1_avogadro_atkbus_2,"Okay, okay, we gotta kill that thing before it kills the~bus!","Okay, okay, we gotta kill that thing before it kills the~bus!",1250
vox_plr_1_avogadro_attack_0,"Oh, it's probing me!","Oh, it's probing me!",1250
vox_plr_1_avogadro_attack_1,The Probing! Stop it!,The Probing! Stop it!,1250
vox_plr_1_avogadro_attack_2,Keep it up! You're just making me mad!,Keep it up! You're just making me mad!,1250
vox_plr_1_avogadro_flee_0,"Yeah! Yeah, you run on back to wherever you came from!","Yeah! Yeah, you run on back to wherever you came from!",1250
vox_plr_1_avogadro_flee_1,"Real men will always resist your tricks, you ugly jerk!","Real men will always resist your tricks, you ugly jerk!",1250
vox_plr_1_avogadro_flee_2,"When I catch you, I'm gonna probe you! How about that?","When I catch you, I'm gonna probe you! How about that?",1250
vox_plr_1_avogadro_onbus_0,AH! THAT PROBER'S AT THE WINDOW!,AH! THAT PROBER'S AT THE WINDOW!,1250
vox_plr_1_avogadro_onbus_1,DO NOT LET IT IN HERE OR WE ARE ALL PROBED FOR SURE!,DO NOT LET IT IN HERE OR WE ARE ALL PROBED FOR SURE!,1250
vox_plr_1_avogadro_onbus_2,"Oh, these dirty gigawatts are up to no good, I tell ya!","Oh, these dirty gigawatts are up to no good, I tell ya!",1250
vox_plr_1_avogadro_reveal_0,"Uh, what's that thing?","Uh, what's that thing?",1250
vox_plr_1_avogadro_reveal_1,Is that some kind of trick of the light?,Is that some kind of trick of the light?,1250
vox_plr_1_avogadro_reveal_2,"Oh, holy shnikes, it's an alien!","Oh, holy shnikes, it's an alien!",1250
vox_plr_1_avogadro_stopbus_0,"Aw, damn it! That dumb thing stranded us!","Aw, damn it! That dumb thing stranded us!",1250
vox_plr_1_avogadro_stopbus_1,He must have probed the bus to death!,He must have probed the bus to death!,1250
vox_plr_1_avogadro_stopbus_2,"Well, that's the end of this here free ride.","Well, that's the end of this here free ride.",1250
vox_plr_1_avogadro_storm_0,Someone over there must be getting probed.,Someone over there must be getting probed.,1250
vox_plr_1_avogadro_storm_1,I know what those aliens do inside their flying discs! I~heard all about it.,I know what those aliens do inside their flying discs! I~heard all about it.,1250
vox_plr_1_avogadro_storm_2,The aliens try to talk to me at night when I'm trying to~sleep.,The aliens try to talk to me at night when I'm trying to~sleep.,1250
vox_plr_1_avogadro_wound_0,"Hoo-hoo-hoo-ya! You like that, Static Man?","Hoo-hoo-hoo-ya! You like that, Static Man?",1250
vox_plr_1_avogadro_wound_1,YOU'RE MESSING WITH THE PATRIOT!,YOU'RE MESSING WITH THE PATRIOT!,1250
vox_plr_1_avogadro_wound_2,That's for all the times your kind probed us Earth Folk!,That's for all the times your kind probed us Earth Folk!,1250
vox_plr_1_box_move_0,Write this down. Part of the conspiracy is to make us all~dependent upon the conspiracy crate.,Write this down. Part of the conspiracy is to make us all~dependent upon the conspiracy crate.,1250
vox_plr_1_box_move_1,"Oh, that freakin' box of lies is up to no good again!","Oh, that freakin' box of lies is up to no good again!",1250
vox_plr_1_box_move_2,"No, no, no, no, no. I'm not opening that crate without my~tinfoil suit on under my clothes. MIND CONTROL!","No, no, no, no, no. I'm not opening that crate without my~tinfoil suit on under my clothes. MIND CONTROL!",1250
vox_plr_1_box_move_3,"Blowing lights, disappearing conspiracy crates, alien ass~probers, and whoever keeps whispering to me in my head.|They're all in on it!","Blowing lights, disappearing conspiracy crates, alien ass~probers, and whoever keeps whispering to me in my head.|They're all in on it!",1250
vox_plr_1_box_move_4,"So long, Conspiracy Crate! Guess you're off to undermine~freedom for your masters!","So long, Conspiracy Crate! Guess you're off to undermine~freedom for your masters!",1250
vox_plr_1_build_add_0,"Let's see, let's see. Insert tab A into slot B and pound~it with a hammer. Got it!","Let's see, let's see. Insert tab A into slot B and pound~it with a hammer. Got it!",1250
vox_plr_1_build_add_1,This would be a lot easier with picture instructions. I'm~not good with the words!,This would be a lot easier with picture instructions. I'm~not good with the words!,1250
vox_plr_1_build_add_2,"If I wanted to build stuff, I would have gone to build~stuff school.","If I wanted to build stuff, I would have gone to build~stuff school.",1250
vox_plr_1_build_final_0,Remember that time I couldn't remember what it was I~couldn't remember? Remember? Conspiracy!,Remember that time I couldn't remember what it was I~couldn't remember? Remember? Conspiracy!,1250
vox_plr_1_build_final_1,I hope I'm doing this right. I don't want that slunt to~see me screw it up.,I hope I'm doing this right. I don't want that slunt to~see me screw it up.,1250
vox_plr_1_build_final_2,"Oh, if this ain't right, I'll just hide it so no one knows~I messed up. Oh, genius.","Oh, if this ain't right, I'll just hide it so no one knows~I messed up. Oh, genius.",1250
vox_plr_1_build_pck_bjetgun_0,"I made this because I'm not stupid. No, I'm smart.","I made this because I'm not stupid. No, I'm smart.",1250
vox_plr_1_build_pck_bshield_0,"Ah, this should do. Uh, something.","Ah, this should do. Uh, something.",1250
vox_plr_1_build_pck_btrap_0,This looks dangerous.,This looks dangerous.,1250
vox_plr_1_build_pck_bturbine_0,"Hmm, some kind of, uh, device for, uh, yeah.","Hmm, some kind of, uh, device for, uh, yeah.",1250
vox_plr_1_build_pck_bturret_0,Hoo-hoo! Lookie that! It's a... Yeah... What is it?,Hoo-hoo! Lookie that! It's a... Yeah... What is it?,1250
vox_plr_1_build_pck_wjetgun_0,"Finders, Reapers, Losers, Sleepers.","Finders, Reapers, Losers, Sleepers.",1250
vox_plr_1_build_pck_wshield_0,"Oh, yeah, this will be great for... I got nothing.","Oh, yeah, this will be great for... I got nothing.",1250
vox_plr_1_build_pck_wtrap_0,Gonna zap some snacks!,Gonna zap some snacks!,1250
vox_plr_1_build_pck_wturbine_0,"Yeah! This will be great for the, uh... When you... Ah,~whatever.","Yeah! This will be great for the, uh... When you... Ah,~whatever.",1250
vox_plr_1_build_pck_wturret_0,"Okay, you do your thing. I'll just watch.","Okay, you do your thing. I'll just watch.",1250
vox_plr_1_build_pickup_0,This is definitely a thing.,This is definitely a thing.,1250
vox_plr_1_build_pickup_1,I know what this is for. What is this for?,I know what this is for. What is this for?,1250
vox_plr_1_build_pickup_2,This is definitely a part of that other thing that I saw~that time.,This is definitely a part of that other thing that I saw~that time.,1250
vox_plr_1_build_plc_shield_0,"Hoo hoo hoo, boy! This thing's heavy!","Hoo hoo hoo, boy! This thing's heavy!",1250
vox_plr_1_build_plc_trap_0,"Yeah, I'm staying the hell away from that stupid thing.","Yeah, I'm staying the hell away from that stupid thing.",1250
vox_plr_1_build_plc_turbine_0,"Oh, wait a minute. You mean I actually turned something~on?","Oh, wait a minute. You mean I actually turned something~on?",1250
vox_plr_1_build_plc_turbine_1,"Ugh, never trust a machine.","Ugh, never trust a machine.",1250
vox_plr_1_build_plc_turbine_2,Powered by Conspiracy.,Powered by Conspiracy.,1250
vox_plr_1_build_plc_turret_0,"Yep, I know exactly what this is. Absolutely.","Yep, I know exactly what this is. Absolutely.",1250
vox_plr_1_build_swap_0,"Stand back, everyone! I've got it all under control!","Stand back, everyone! I've got it all under control!",1250
vox_plr_1_build_swap_1,"Maybe this thing instead? Oh, dammit, I don't know!","Maybe this thing instead? Oh, dammit, I don't know!",1250
vox_plr_1_build_swap_2,Everything can be fixed by hitting it with a hammer. Rule~38.,Everything can be fixed by hitting it with a hammer. Rule~38.,1250
vox_plr_1_bus_down_0,AHH! HELP! ONE OF THEM'S GOT ME!,AHH! HELP! ONE OF THEM'S GOT ME!,1250
vox_plr_1_bus_down_1,I don't want to die face down in someone's spit!,I don't want to die face down in someone's spit!,1250
vox_plr_1_bus_down_2,I'm dying! I just slipped in the blood of the millions of~gut-gobblers that I killed! Let it be known.,I'm dying! I just slipped in the blood of the millions of~gut-gobblers that I killed! Let it be known.,1250
vox_plr_1_bus_down_3,I'm going down! For the last time!,I'm going down! For the last time!,1250
vox_plr_1_bus_down_4,I just wish that Bimbo wasn't here to see me go out like~this.,I just wish that Bimbo wasn't here to see me go out like~this.,1250
vox_plr_1_bus_ride_0,"Well, it's a good thing this ride's free.","Well, it's a good thing this ride's free.",1250
vox_plr_1_bus_ride_1,Shocks on this bus are all shot to hell.,Shocks on this bus are all shot to hell.,1250
vox_plr_1_bus_ride_2,Bumpiest ride ever.,Bumpiest ride ever.,1250
vox_plr_1_bus_ride_3,"You know who owns this bus line, right? Everyone knows!~It's them!","You know who owns this bus line, right? Everyone knows!~It's them!",1250
vox_plr_1_bus_ride_4,"Better than walking, I guess.","Better than walking, I guess.",1250
vox_plr_1_bus_stop_0,We're here!,We're here!,1250
vox_plr_1_bus_stop_1,Get off if you want! I never do.,Get off if you want! I never do.,1250
vox_plr_1_bus_stop_2,Bus is slowing down.,Bus is slowing down.,1250
vox_plr_1_bus_stop_3,Looks like we're stopping!,Looks like we're stopping!,1250
vox_plr_1_bus_stop_4,"Wait, why are we slowing down?","Wait, why are we slowing down?",1250
vox_plr_1_bus_zom_atk_0,"Too good to last, I guess!","Too good to last, I guess!",1250
vox_plr_1_bus_zom_atk_1,Here come the chest chompers!,Here come the chest chompers!,1250
vox_plr_1_bus_zom_atk_2,BULLET BEAT AT 12 O'CLOCK!,BULLET BEAT AT 12 O'CLOCK!,1250
vox_plr_1_bus_zom_atk_3,Shoot those roamers!,Shoot those roamers!,1250
vox_plr_1_bus_zom_atk_4,WIPE EM OUT!,WIPE EM OUT!,1250
vox_plr_1_bus_zom_chase_0,Line them up and mow them down!,Line them up and mow them down!,1250
vox_plr_1_bus_zom_chase_1,No stragglers!,No stragglers!,1250
vox_plr_1_bus_zom_chase_2,I don't want these creeps catching up at the next stop!,I don't want these creeps catching up at the next stop!,1250
vox_plr_1_bus_zom_chase_3,TAKE EM DOWN!,TAKE EM DOWN!,1250
vox_plr_1_bus_zom_chase_4,PUT EM BACK IN THE GRAVE!,PUT EM BACK IN THE GRAVE!,1250
vox_plr_1_bus_zom_climb_0,Great! Came out here to be safe. So much for that!,Great! Came out here to be safe. So much for that!,1250
vox_plr_1_bus_zom_climb_1,They're everywhere!,They're everywhere!,1250
vox_plr_1_bus_zom_climb_2,Shoot them or we're all finished!,Shoot them or we're all finished!,1250
vox_plr_1_bus_zom_climb_3,They're all over the place!,They're all over the place!,1250
vox_plr_1_bus_zom_climb_4,MO'EM DOWN!,MO'EM DOWN!,1250
vox_plr_1_bus_zom_ent_0,"They're in here with us! Oh, just how did that happen? Who~paid you to let that happen?","They're in here with us! Oh, just how did that happen? Who~paid you to let that happen?",1250
vox_plr_1_bus_zom_ent_1,WE'RE GETTING OVERRUN!,WE'RE GETTING OVERRUN!,1250
vox_plr_1_bus_zom_ent_2,GIMPS ON THE WIRE! GIMPS ON THE WIRE!,GIMPS ON THE WIRE! GIMPS ON THE WIRE!,1250
vox_plr_1_bus_zom_ent_3,LAY DOWN SOME COVER DAMMIT!,LAY DOWN SOME COVER DAMMIT!,1250
vox_plr_1_bus_zom_ent_4,"Oh, mommy! I don't want to die!","Oh, mommy! I don't want to die!",1250
vox_plr_1_bus_zom_none_0,"No knee-nobblers? Oh, that's a first.","No knee-nobblers? Oh, that's a first.",1250
vox_plr_1_bus_zom_none_1,Looks pretty safe.,Looks pretty safe.,1250
vox_plr_1_bus_zom_none_2,"Okay, I bite. What gives?","Okay, I bite. What gives?",1250
vox_plr_1_bus_zom_none_3,"Safety. Can't buy it, only rent it.","Safety. Can't buy it, only rent it.",1250
vox_plr_1_bus_zom_roof_0,THEY'RE ALL OVER THE ROOF!,THEY'RE ALL OVER THE ROOF!,1250
vox_plr_1_bus_zom_roof_1,THEY'RE COMING IN FROM ABOVE!,THEY'RE COMING IN FROM ABOVE!,1250
vox_plr_1_bus_zom_roof_2,"Ah, shoot up, dummies! Oh, we're all gonna die.","Ah, shoot up, dummies! Oh, we're all gonna die.",1250
vox_plr_1_bus_zom_roof_3,Shoot him! SHOOT HIM!,Shoot him! SHOOT HIM!,1250
vox_plr_1_bus_zom_roof_4,"Just open your eyes and shoot, woman!","Just open your eyes and shoot, woman!",1250
vox_plr_1_crawler_attack_0,Get it off me! Get it off me!,Get it off me! Get it off me!,1250
vox_plr_1_crawler_attack_1,Ugh! Attacking Samuel is punishable by death!,Ugh! Attacking Samuel is punishable by death!,1250
vox_plr_1_crawler_attack_2,"Oh, pleurisy, don't kill me!","Oh, pleurisy, don't kill me!",1250
vox_plr_1_crawler_attack_3,Get down and stay down!,Get down and stay down!,1250
vox_plr_1_crawler_attack_4,TOE BITING GEEK!,TOE BITING GEEK!,1250
vox_plr_1_crawler_kill_0,"SUCK SHELLS, YA NECKNIBBLER!","SUCK SHELLS, YA NECKNIBBLER!",1250
vox_plr_1_crawler_kill_1,"How you like that, bullet bait?","How you like that, bullet bait?",1250
vox_plr_1_crawler_kill_2,"I DON'T PLAY GAMES, GUTSLOBBER!","I DON'T PLAY GAMES, GUTSLOBBER!",1250
vox_plr_1_crawler_kill_3,Is it dead?,Is it dead?,1250
vox_plr_1_crawler_kill_4,Killing is my business. And business is good!,Killing is my business. And business is good!,1250
vox_plr_1_crawler_start_0,No more track meets!,No more track meets!,1250
vox_plr_1_crawler_start_1,"Finally, I catch a break!","Finally, I catch a break!",1250
vox_plr_1_crawler_start_2,"No legs? I don't need to run. I mean, you can't run away!","No legs? I don't need to run. I mean, you can't run away!",1250
vox_plr_1_crawler_start_3,So squirmy.,So squirmy.,1250
vox_plr_1_crawler_start_4,"Well, your move, Meat Jockey!","Well, your move, Meat Jockey!",1250
vox_plr_1_earn_acheivement_0,"Oh, that didn't surprise me. No, I know all about those~things. I read about how they plant them everywhere.","Oh, that didn't surprise me. No, I know all about those~things. I read about how they plant them everywhere.",1250
vox_plr_1_find_secret_0,I knew that was there all along.,I knew that was there all along.,1250
vox_plr_1_heal_revived_0,I saw a tunnel of light! And my mother was there!,I saw a tunnel of light! And my mother was there!,1250
vox_plr_1_heal_revived_1,Don't think this means I owe you any favors!,Don't think this means I owe you any favors!,1250
vox_plr_1_heal_revived_2,Samuel J. Stuhlinger pays his debts. Too bad I don't think~I owe you a debt.,Samuel J. Stuhlinger pays his debts. Too bad I don't think~I owe you a debt.,1250
vox_plr_1_heal_revived_3,"You only save my ass cause without me, you're dead meat~and you know it. Mmm, meat.","You only save my ass cause without me, you're dead meat~and you know it. Mmm, meat.",1250
vox_plr_1_heal_revived_4,"I know what's really going on here. Oh yeah, you don't~fool me. No, no, no, no. I know all about it. All about|that secret stuff. Don't you look confused. You know.","I know what's really going on here. Oh yeah, you don't~fool me. No, no, no, no. I know all about it. All about|that secret stuff. Don't you look confused. You know.",1250
vox_plr_1_hr_resp_avogadro_attack_0,"Oh, pitch up tight, Russ!","Oh, pitch up tight, Russ!",1250
vox_plr_1_hr_resp_avogadro_attack_1,"Oh, don't let him in ya, Russ!","Oh, don't let him in ya, Russ!",1250
vox_plr_1_hr_resp_avogadro_attack_2,You keep your tools away from my friend's end!,You keep your tools away from my friend's end!,1250
vox_plr_1_hr_resp_avogadro_attack_3,"I'll kill you, you... think from out there!","I'll kill you, you... think from out there!",1250
vox_plr_1_hr_resp_avogadro_attack_4,"Oh, come on, Stuhlinger, do something! It's killing Big~Russ!","Oh, come on, Stuhlinger, do something! It's killing Big~Russ!",1250
vox_plr_1_hr_resp_crawler_start_0,"Hey, good one, Russ! Now I can eat, uh, kick its face in~easier!","Hey, good one, Russ! Now I can eat, uh, kick its face in~easier!",1250
vox_plr_1_hr_resp_crawler_start_1,"Oh, that cut him down to size! Get it? Down to size? Oh,~man! I am funny!","Oh, that cut him down to size! Get it? Down to size? Oh,~man! I am funny!",1250
vox_plr_1_hr_resp_crawler_start_2,"Well, must be halftime in Zombie Town. Get it? Half time?~Hilarious!","Well, must be halftime in Zombie Town. Get it? Half time?~Hilarious!",1250
vox_plr_1_hr_resp_crawler_start_3,That sure took the steam out of those skin garglers!,That sure took the steam out of those skin garglers!,1250
vox_plr_1_hr_resp_crawler_start_4,"Good job, Russ! You couldn't have timed it better.","Good job, Russ! You couldn't have timed it better.",1250
vox_plr_1_hr_resp_kill_headshot_0,"Good shot, hero!","Good shot, hero!",1250
vox_plr_1_hr_resp_kill_headshot_1,"Sir, I'd just like to say, your generation knew what honor~was all about!","Sir, I'd just like to say, your generation knew what honor~was all about!",1250
vox_plr_1_hr_resp_kill_headshot_2,"That is some nice shooting, Russman!","That is some nice shooting, Russman!",1250
vox_plr_1_hr_resp_kill_headshot_3,"Oh, you nailed him! I'm gonna call you Russ the Nailer!","Oh, you nailed him! I'm gonna call you Russ the Nailer!",1250
vox_plr_1_hr_resp_kill_headshot_4,"Oh, you put down that gristle dinner real good!","Oh, you put down that gristle dinner real good!",1250
vox_plr_1_hr_resp_screecher_attack_0,"Knife it, Russ! Knife it!","Knife it, Russ! Knife it!",1250
vox_plr_1_hr_resp_screecher_attack_1,"Come on, Big Russ! You can take that little thing!","Come on, Big Russ! You can take that little thing!",1250
vox_plr_1_hr_resp_screecher_attack_2,Slash it! Quick!,Slash it! Quick!,1250
vox_plr_1_hr_resp_screecher_attack_3,"Bring it here, Russ! I'll beat it off!","Bring it here, Russ! I'll beat it off!",1250
vox_plr_1_hr_resp_screecher_attack_4,Hey! You leave that hero alone!,Hey! You leave that hero alone!,1250
vox_plr_1_hr_resp_surrounded_0,"Stay alive, Russman! I'll find you!","Stay alive, Russman! I'll find you!",1250
vox_plr_1_hr_resp_surrounded_1,"Stay on your feet, old pal! I am coming!","Stay on your feet, old pal! I am coming!",1250
vox_plr_1_hr_resp_surrounded_2,RUSS! NOOOO!,RUSS! NOOOO!,1250
vox_plr_1_hr_resp_surrounded_3,"I'm coming, Russ buddy!","I'm coming, Russ buddy!",1250
vox_plr_1_hr_resp_surrounded_4,"Swing that steel, Russman! I'm on my way!","Swing that steel, Russman! I'm on my way!",1250
vox_plr_1_hr_resp_wpck_monkey_0,"Hey, what say we team up on this one, huh?","Hey, what say we team up on this one, huh?",1250
vox_plr_1_hr_resp_wpck_monkey_1,"Oh, make them go boom, Russell, buddy. I'll finish them~off.","Oh, make them go boom, Russell, buddy. I'll finish them~off.",1250
vox_plr_1_hr_resp_wpck_monkey_2,"You got the pick of the litter, Russman!","You got the pick of the litter, Russman!",1250
vox_plr_1_hr_resp_wpck_monkey_3,"Oh, now that's a score! Oh, that supernatural box from~Atlantis must like you! Oh, wow. Okay, I've said too much.","Oh, now that's a score! Oh, that supernatural box from~Atlantis must like you! Oh, wow. Okay, I've said too much.",1250
vox_plr_1_hr_resp_wpck_monkey_4,That box of lies comes right out of the Bermuda Triangle.~I read.,That box of lies comes right out of the Bermuda Triangle.~I read.,1250
vox_plr_1_kill_close_0,Shhh! Go to sleep! Go to sleep!,Shhh! Go to sleep! Go to sleep!,1250
vox_plr_1_kill_close_1,"Gargle Knife, ya snot gobblers!","Gargle Knife, ya snot gobblers!",1250
vox_plr_1_kill_close_2,"Rejected! Oh, saw that coming for miles!","Rejected! Oh, saw that coming for miles!",1250
vox_plr_1_kill_close_3,"Take that, lunch bucket!","Take that, lunch bucket!",1250
vox_plr_1_kill_close_4,And you thought I was asleep!,And you thought I was asleep!,1250
vox_plr_1_kill_damaged_0,"Oh no, you don't bite me, I bite you!","Oh no, you don't bite me, I bite you!",1250
vox_plr_1_kill_damaged_1,Ring them up! You're lunch meat!,Ring them up! You're lunch meat!,1250
vox_plr_1_kill_damaged_2,"Man, I'm working up an appetite.","Man, I'm working up an appetite.",1250
vox_plr_1_kill_damaged_3,"Okay, now you're just making me hungry!","Okay, now you're just making me hungry!",1250
vox_plr_1_kill_damaged_4,"Hey, get back! I'll kill you again!","Hey, get back! I'll kill you again!",1250
vox_plr_1_kill_explo_0,"Oh, what a mess!","Oh, what a mess!",1250
vox_plr_1_kill_explo_1,Ow! My ears!,Ow! My ears!,1250
vox_plr_1_kill_explo_2,"Question, what makes the grass grow? Answer, zombie blood!","Question, what makes the grass grow? Answer, zombie blood!",1250
vox_plr_1_kill_explo_3,Stupid skin munchers!,Stupid skin munchers!,1250
vox_plr_1_kill_explo_4,"BURN, YOU STUPID CRAP SNACKS! BURN!","BURN, YOU STUPID CRAP SNACKS! BURN!",1250
vox_plr_1_kill_headshot_0,Just a smear.,Just a smear.,1250
vox_plr_1_kill_headshot_1,"Oh, reach out and touch someone!","Oh, reach out and touch someone!",1250
vox_plr_1_kill_headshot_2,Did I do that?,Did I do that?,1250
vox_plr_1_kill_headshot_3,Oop! No dodgin' that one!,Oop! No dodgin' that one!,1250
vox_plr_1_kill_headshot_4,SKA-DOO!,SKA-DOO!,1250
vox_plr_1_kill_headshot_5,That's a hole in one!,That's a hole in one!,1250
