alias,mature,safe,range
vox_plr_0_sloth_generic_feed_1,"I got what you want, buddy.","I got what you want, buddy.",1250
vox_plr_0_sloth_generic_feed_2,"Take this, then do your stuff, okay?","Take this, then do your stuff, okay?",1250
vox_plr_0_sloth_retreat_cell_0,"Where are you going, boy? Don't get so spooked.","Where are you going, boy? Don't get so spooked.",1250
vox_plr_0_sloth_run_0,Whoa! That boy sure can move!,Whoa! That boy sure can move!,1250
vox_plr_0_sloth_unlocked_0,"Hey, big guy. There's something you need?","Hey, big guy. There's something you need?",1250
vox_plr_0_stay_topside_0,It's a mining operation of some kind. Who knows if it's~still operational.,It's a mining operation of some kind. Who knows if it's~still operational.,1250
vox_plr_0_stuhlinger_madness_0,Oh boy. I guess the world's not getting healed anytime~soon.,Oh boy. I guess the world's not getting healed anytime~soon.,1250
vox_plr_0_throw_bomb_0,"Oh, I was really hoping it would blow up.","Oh, I was really hoping it would blow up.",1250
vox_plr_0_throw_bomb_1,"Well, color me disappointed.","Well, color me disappointed.",1250
vox_plr_0_throw_bomb_2,There's gotta be a secondary triggering mechanism.,There's gotta be a secondary triggering mechanism.,1250
vox_plr_0_wall_withdrawl_0,Time to bring out the big guns!,Time to bring out the big guns!,1250
vox_plr_0_wall_withdrawl_1,Ain't no special occasion. I just need something reliable.,Ain't no special occasion. I just need something reliable.,1250
vox_plr_0_wall_withdrawl_2,Sure was a smart idea leaving this here.,Sure was a smart idea leaving this here.,1250
vox_plr_0_weapon_storage_0,Now I'm trusting that this is gonna still be here when I~come back.,Now I'm trusting that this is gonna still be here when I~come back.,1250
vox_plr_0_weapon_storage_1,I normally only mount trophies on walls.,I normally only mount trophies on walls.,1250
vox_plr_0_weapon_storage_2,I'll be back for this later.,I'll be back for this later.,1250
vox_plr_0_weapon_storage_3,At least I'll know where to come when I want this back.,At least I'll know where to come when I want this back.,1250
vox_plr_0_weapon_storage_4,This better work the way I think it does.,This better work the way I think it does.,1250
vox_plr_0_weapon_storage_5,"Even as a boy, I kept my firearms safely locked up. Guess~old habits die hard.","Even as a boy, I kept my firearms safely locked up. Guess~old habits die hard.",1250
vox_plr_0_weapon_storage_6,I'm trusting you to take real good care of this.,I'm trusting you to take real good care of this.,1250
vox_plr_0_wpck_57_0,Just one this time? Don't make no difference to me. I'll~still be kicking ass.,Just one this time? Don't make no difference to me. I'll~still be kicking hiney.,1250
vox_plr_0_wpck_57_1,"Ain't terrible, but I can think of a whole bunch of~pistols better than this one.","Ain't terrible, but I can think of a whole bunch of~pistols better than this one.",1250
vox_plr_0_wpck_57_2,"Russman's got shit to do, so just give me my fucking gun.","Russman's got things to do, so just give me my gun~already!",1250
vox_plr_0_wpck_dsr50_0,"Don't see this being much use, unless I can find the~tactical high ground.","Don't see this being much use, unless I can find the~tactical high ground.",1250
vox_plr_0_wpck_dsr50_1,"If this don't put them down in one shot, I'll be back for~a refund.","If this don't put them down in one shot, I'll be back for~a refund.",1250
vox_plr_0_wpck_dsr50_2,Scoped rifles? You making some sort of comment about my~eyesight?,Scoped rifles? You making some sort of comment about my~eyesight?,1250
vox_plr_0_wpck_duel57_0,You do realize that I've got arthritis in both hands.,You do realize that I've got arthritis in both hands.,1250
vox_plr_0_wpck_duel57_1,It takes a man to know how to wield two pistols. Just~letting you know so you don't waste these on Marlton.,It takes a man to know how to wield two pistols. Just~letting you know so you don't waste these on Marlton.,1250
vox_plr_0_wpck_duel57_2,I'll take them both. Don't bother to gift wrap them.,I'll take them both. Don't bother to gift wrap them.,1250
vox_plr_0_wpck_fal_0,"If it was good enough for our military, then it's good~enough for me.","If it was good enough for our military, then it's good~enough for me.",1250
vox_plr_0_wpck_fal_1,"Looking on the bright side, I suppose semi-autos do help~conserve ammo.","Looking on the bright side, I suppose semi-autos do help~conserve ammo.",1250
vox_plr_0_wpck_fal_2,"If something's classified as high damage, feel free to~send it my way.","If something's classified as high damage, feel free to~send it my way.",1250
vox_plr_0_wpck_galil_0,"One word, reliability. You can knock the shit out of this~and it still won't miss a beat.","One word, reliability. Don't matter how much you bang it~up, it still won't miss a beat.",1250
vox_plr_0_wpck_galil_1,I'm gonna educate the freaks. Old school.,I'm gonna educate the freaks. Old school.,1250
vox_plr_0_wpck_galil_2,I like the simple things. That's probably why I get on so~well with Stu.,I like the simple things. That's probably why I get on so~well with Stu.,1250
vox_plr_0_wpck_hamr_0,Don't tell me no bullshit about heat adaptive modular~technology. I just want it to shoot straight.,Don't tell me no lies about heat adaptive modular~technology. I just wanted to shoot straight.,1250
vox_plr_0_wpck_hamr_1,This is right in my wheelhouse.,This is right in my wheelhouse.,1250
vox_plr_0_wpck_hamr_2,Alternating fire? That mean it hits some but misses~others?,Alternating fire? That mean it hits some but misses~others?,1250
vox_plr_0_wpck_judge_0,"This may be Stu's favorite, but I ain't entirely sure he~can be trusted with it.","This may be Stu's favorite, but I ain't entirely sure he~can be trusted with it.",1250
vox_plr_0_wpck_judge_1,"Okay, Executioner. Russman's gonna help you live up to~your name.","Okay, Executioner. Russman's gonna help you live up to~your name.",1250
vox_plr_0_wpck_judge_2,Some nice firepower here. I've seen these things blast~right through a refrigerator door.,Some nice firepower here. I've seen these things blast~right through a refrigerator door.,1250
vox_plr_0_wpck_kap_0,"I got lucky with this one. Not only is it a fine looking~pistol, but it's full auto too.","I got lucky with this one. Not only is it a fine looking~pistol, but it's full auto too.",1250
vox_plr_0_wpck_kap_1,"Don't go boring me with any details, Marlton. I judge my~firearms only by results.","Don't go boring me with any details, Marlton. I judge my~firearms only by results.",1250
vox_plr_0_wpck_kap_2,Least I know where I am with this. Hang on a minute. Where~am I?,Least I know where I am with this. Hang on a minute. Where~am I?,1250
vox_plr_0_wpck_knife_0,"Unless it explodes on impact, I can't say I see the point~of this.","Unless it explodes on impact, I can't say I see the point~of this.",1250
vox_plr_0_wpck_knife_1,"Whenever someone comes up with a knife that fires blades,~you just know they had too much time on their hands.","Whenever someone comes up with a knife that fires blades,~you just know they had too much time on their hands.",1250
vox_plr_0_wpck_knife_2,"If you ask me, I'd tell you these things are dumber than a~bag of rocks.","If you ask me, I'd tell you these things are dumber than a~bag of rocks.",1250
vox_plr_0_wpck_m1216_0,"That girl swears by these things. Saying that, she swears~a lot, potty-mouthed little bitch.","That girl swears by these things. Saying that, she swears~a lot, potty mouth.",1250
vox_plr_0_wpck_m1216_1,Now I can show that stupid girl exactly how these should~be used.,Now I can show that stupid girl exactly how these should~be used.,1250
vox_plr_0_wpck_m1216_2,I remember the good old days. Back when shotguns weren't~so overcomplicated.,I remember the good old days. Back when shotguns weren't~so overcomplicated.,1250
vox_plr_0_wpck_m32_0,Feels like I've been waiting a lifetime to lay my hands on~this.,"Coincidentally, I'm thinking of changing my name to War~Machine. It's got a good ring to it.",1250
vox_plr_0_wpck_m32_1,Heavy fire powers never felt so light.,Heavy fire powers never felt so light.,1250
vox_plr_0_wpck_m32_2,"Now that I got this, I can die a happy man.","Now that I got this, I can die a happy man.",1250
vox_plr_0_wpck_m82a1_0,At least it's American. Just saying.,At least it's American. Just saying.,1250
vox_plr_0_wpck_m82a1_1,Those freaks make a habit of getting up close and~personal. I could just stab them with it.,Those freaks make a habit of getting up close and~personal. I could just stab them with it.,1250
vox_plr_0_wpck_m82a1_2,That it? Maybe you ought to try spinning again.,That it? Maybe you ought to try spinning again.,1250
vox_plr_0_wpck_monkey_0,"Hey, monkey boy, how about you skip the little dance and~go straight to the boom?","Hey, monkey boy, how about you skip the little dance and~go straight to the boom?",1250
vox_plr_0_wpck_monkey_1,"You'll get your moment in the spotlight real soon, little~monkey.","You'll get your moment in the spotlight real soon, little~monkey.",1250
vox_plr_0_wpck_monkey_2,Never thought I'd find myself being so happy to see a~monkey.,Never thought I'd find myself being so happy to see a~monkey.,1250
vox_plr_0_wpck_mtar_0,Marlton never shuts up about this. Can't see what he finds~so damn appealing.,My Arthur never shuts up about this. Can't see what he~finds so appealing.,1250
vox_plr_0_wpck_mtar_1,This does what it says on the tin. Not that guns ever~actually come in tins.,This does what it says on the tin. Not that guns ever~actually come in tins.,1250
vox_plr_0_wpck_mtar_2,Sometimes basic is better. Most of those fancy pants guns~are too darn unreliable.,"Sometimes, basic is better. Most of those fancy pants guns~are too unreliable.",1250
vox_plr_0_wpck_paralyzer_0,I ain't gonna worry about how this works. The fact that it~fucks them up is all I need to know.,I ain't gonna worry about how this works. The fact that it~kills them good is all I need to know.,1250
vox_plr_0_wpck_paralyzer_1,Unlimited ammo? This sounds too good to be true!,Unlimited ammo? This sounds too good to be true!,1250
vox_plr_0_wpck_paralyzer_2,I get the feeling that this should stop them dead in their~tracks.,I get the feeling that this should stop them dead in their~tracks.,1250
vox_plr_0_wpck_python_0,"This pistol hits hard, like an iron fist.","This pistol hits hard, like an iron fist.",1250
vox_plr_0_wpck_python_1,This here python's gonna knock those bastards right off~their feet.,This here python's gonna knock them right off their feet.,1250
vox_plr_0_wpck_python_2,Those bone sacks won't be so sprightly after a few pops~from this.,Those bone sacks won't be so sprightly after a few pops~from this.,1250
vox_plr_0_wpck_ray_0,I only wish your design was a little more intimidating.,I only wish your design was a little more intimidating.,1250
vox_plr_0_wpck_ray_1,"Can't judge on looks alone. Take the girl. She's easy~enough on the eye, but boy, is she a pain in the butt.","Can't judge on looks alone. Take the girl. She's easy~enough on the eye, but boy, is she a pain in the butt.",1250
vox_plr_0_wpck_ray_2,"I still don't know if this is powered by science or magic.~Frankly, I don't fucking care.","I still don't know if this is powered by science or magic.~Frankly, I don't care.",1250
vox_plr_0_wpck_rpg_0,"Oh yeah, about time you handed me some explosives.","Oh yeah, about time you handed me some explosives.",1250
vox_plr_0_wpck_rpg_1,My fondness for big explosions may explain why my~hearing's so fucked up.,My fondness for big explosions may explain why my~hearing's so messed up.,1250
vox_plr_0_wpck_rpg_2,Very appealing. Very appealing indeed.,Very appealing. Very appealing indeed.,1250
vox_plr_0_wpck_saiga12_0,"I know just what to do with this, and it ain't gonna be~pretty.","I know just what to do with this, and it ain't gonna be~pretty.",1250
vox_plr_0_wpck_saiga12_1,"I always liked shotguns, ever since I was knee-high to a~bone sack.","I always liked shotguns, ever since I was knee-high to a~bone sack.",1250
vox_plr_0_wpck_saiga12_2,You'd better come with Russman. We got work to do.,You'd better come with Russman. We got work to do.,1250
vox_plr_0_wpck_smr_0,"Now we're talking! At least I am, anyway.","Now we're talking! At least I am, anyway.",1250
vox_plr_0_wpck_smr_1,This thing ain't exactly got the best range. Though I~suppose you could say the same thing about these old legs.,This thing ain't exactly got the best range. Though I~suppose you could say the same thing about these old legs.,1250
vox_plr_0_wpck_smr_2,"I ain't ever gonna say no to a rifle, especially if it's~pointed at me.","I ain't ever gonna say no to a rifle, especially if it's~pointed at me.",1250
vox_plr_1_activate_bomb_0,Wow! That was amazing! What happened?,Wow! That was amazing! What happened?,1250
vox_plr_1_activate_bomb_1,"Oh, something weird is going on!","Oh, something weird is going on!",1250
vox_plr_1_activate_bomb_2,That was strange. Hey anyone else got itchy teeth? No?,That was strange. Hey anyone else got itchy teeth? No?,1250
vox_plr_1_ammo_drop_0,"What was that, like six bullets?","What was that, like six bullets?",1250
vox_plr_1_ammo_drop_1,I suppose beggars can't be choosers.,I suppose beggars can't be choosers.,1250
vox_plr_1_ammo_drop_2,"I don't mean to sound ungrateful, but that was hardly~worth my time.","I don't mean to sound ungrateful, but that was hardly~worth my time.",1250
vox_plr_1_ammo_low_0,Nothing says you're fucked like low ammo.,Nothing says you're screwed like low ammo.,1250
vox_plr_1_ammo_low_1,"I'm almost out? Well, this just keeps getting better and~better.","I'm almost out? Well, this just keeps getting better and~better.",1250
vox_plr_1_ammo_low_2,"If I ain't got bullets, my options are pretty limited.","If I ain't got bullets, my options are pretty limited.",1250
vox_plr_1_ammo_low_3,"Bullets almost gone. What else could go wrong? Actually,~don't tell me.","Bullets almost gone. What else could go wrong? Actually,~don't tell me.",1250
vox_plr_1_ammo_low_4,Getting a little low in the old bullet department.,Getting a little low in the old bullet department.,1250
vox_plr_1_ammo_out_0,"Maybe if I keep pulling the trigger, the clicks will scare~him off!","Maybe if I keep pulling the trigger, the clicks will scare~him off!",1250
vox_plr_1_ammo_out_1,"I may be all in, but I'm all out!","I may be all in, but I'm all out!",1250
vox_plr_1_ammo_out_2,I wish I'd practice my CQC exercises.,I wish I'd practice my CQC exercises.,1250
vox_plr_1_ammo_out_3,What am I? The leadless fucking horseman?,What am I? The leadless horseman?,1250
vox_plr_1_ammo_out_4,"Well, had to run out sometime. Why now?","Well, had to run out sometime. Why now?",1250
vox_plr_1_ammo_out_5,"If things were different, I'd have bullets. Sadly, they're~not.","If things were different, I'd have bullets. Sadly, they're~not.",1250
vox_plr_1_ammo_switch_0,This click-clicking would stop if I just switched weapons!,This click-clicking would stop if I just switched weapons!,1250
vox_plr_1_ammo_switch_1,Now would be a good time to switch to my other weapon!,Now would be a good time to switch to my other weapon!,1250
vox_plr_1_ammo_switch_2,Maybe I should swap to my secondary!,Maybe I should swap to my secondary!,1250
vox_plr_1_ammo_switch_3,Maybe my other weapon has some bullets!,Maybe my other weapon has some bullets!,1250
vox_plr_1_ammo_switch_4,There's really no point to holding this when it's empty.,There's really no point to holding this when it's empty.,1250
vox_plr_1_ammo_switch_5,This ain't good. I really ought to switch weapons.,This ain't good. I really ought to switch weapons.,1250
vox_plr_1_bank_deposit_0,"A bank? Like, who trusts banks?","A bank? Like, who trusts banks?",1250
vox_plr_1_bank_deposit_1,I'm only leaving this here because I have holes in my~pockets.,I'm only leaving this here because I have holes in my~pockets.,1250
vox_plr_1_bank_withdrawl_0,Wow! It's still here? I half expected it to be invested in~some bullshit scheme.,Wow! It's still here? I half expected it to be invested in~some stupid scheme!,1250
vox_plr_1_bank_withdrawl_1,"Shouldn't you give me something for being a loyal~customer? You know, a pen or anything?","Shouldn't you give me something for being a loyal~customer? You know, a pen or anything?",1250
vox_plr_1_box_move_0,"Did you fuck around with the box, Marlton?","Did you mess around with the box, Marlton?",1250
vox_plr_1_box_move_1,"I can still hear you laughing, you know!","I can still hear you laughing, you know!",1250
vox_plr_1_box_move_2,"Wait, I thought we had an understanding here. I mean, I~paid you and all.","Wait, I thought we had an understanding here. I mean, I~paid you and all.",1250
vox_plr_1_box_move_3,I hate when I pay good money just to have a runoff. It's~like my 21st birthday all over again.,I hate when I pay good money just to have a runoff. It's~like my 21st birthday all over again.,1250
vox_plr_1_box_move_4,"You know what? Fuck you, box! That's what!","You really don't like me, do you?",1250
vox_plr_1_build_add_0,I'm good with my hands. Shame I'm the only one who really~knows that.,I'm good with my hands. Shame I'm the only one who really~knows that.,1250
vox_plr_1_build_add_1,"I got no clue what I'm making here, but it sure ain't a~cake.","I got no clue what I'm making here, but it sure ain't a~cake.",1250
vox_plr_1_build_add_2,"Oh, it's something all right. Anyone got any idea what?","Oh, it's something all right. Anyone got any idea what?",1250
vox_plr_1_build_add_3,"It's really taking shape! Hang on, hang on. Is that right?","It's really taking shape! Hang on, hang on. Is that right?",1250
vox_plr_1_build_add_4,"Looking good, this little project I got going.","Looking good, this little project I got going.",1250
vox_plr_1_build_add_5,"Hey guys, you will tell me if they're sneaking up on me,~right?","Hey guys, you will tell me if they're sneaking up on me,~right?",1250
vox_plr_1_build_add_6,This would be a whole lot easier if it came with~directions!,This would be a whole lot easier if it came with~directions!,1250
vox_plr_1_build_add_7,"Well, I still don't know what it is.","Well, I still don't know what it is.",1250
vox_plr_1_build_add_8,I am putting a lot of effort in here. I sure hope it's~worth it.,I am putting a lot of effort in here. I sure hope it's~worth it.,1250
vox_plr_1_build_add_9,Huh. I guess I'll know what it is when it's done.,Huh. I guess I'll know what it is when it's done.,1250
vox_plr_1_build_hc_drop_0,Almost threw my back out lugging this around!,Almost threw my back out lugging this around!,1250
vox_plr_1_build_hc_final_0,"Hey, is this for cutting hair?","Hey, is this for cutting hair?",1250
vox_plr_1_build_hc_pickup_0,Why would anyone leave such a dangerous thing just lying~around?,Why would anyone leave such a dangerous thing just lying~around?,1250
vox_plr_1_build_hc_take_0,"Oh, I think I know just who to chop with this!","Oh, I think I know just who to chop with this!",1250
vox_plr_1_build_need_part_0,What? It's not done yet!,What? It's not done yet!,1250
vox_plr_1_build_need_part_1,"Honestly, it's always something.","Honestly, it's always something.",1250
vox_plr_1_build_need_part_2,So I gotta go look for more junk?,So I gotta go look for more junk?,1250
vox_plr_1_build_pickup_0,This may be important. Or not.,This may be important. Or not.,1250
vox_plr_1_build_pickup_1,Think I'm gonna hold on to this for a while.,Think I'm gonna hold on to this for a while.,1250
vox_plr_1_build_pickup_10,One day I might find out what this is.,One day I might find out what this is.,1250
vox_plr_1_build_pickup_11,"Hey, does this belong to anybody? No? Okay, I'll keep it.","Hey, does this belong to anybody? No? Okay, I'll keep it.",1250
vox_plr_1_build_pickup_12,"With a little imagination, I may be able to- Nah, I~haven't got a clue.","With a little imagination, I may be able to- Nah, I~haven't got a clue.",1250
vox_plr_1_build_pickup_13,I'm keeping this!,I'm keeping this!,1250
vox_plr_1_build_pickup_14,Is this supposed to be useful? I don't see how.,Is this supposed to be useful? I don't see how.,1250
vox_plr_1_build_pickup_15,I'm gonna keep this! If no one else wants it!,I'm gonna keep this! If no one else wants it!,1250
vox_plr_1_build_pickup_16,Finders Keepers.,Finders Keepers.,1250
vox_plr_1_build_pickup_2,This looks like a part of some kind.,This looks like a part of some kind.,1250
vox_plr_1_build_pickup_3,Wonder where I can stick this!,Wonder where I can stick this!,1250
vox_plr_1_build_pickup_4,Wish I could fit this in my pocket.,Wish I could fit this in my pocket.,1250
vox_plr_1_build_pickup_5,Maybe I'll need this later.,Maybe I'll need this later.,1250
vox_plr_1_build_pickup_6,"I know what this is. Oh, no, no. I thought it was~something else.","I know what this is. Oh, no, no. I thought it was~something else.",1250
vox_plr_1_build_pickup_7,Huh. I should probably hang on to this.,Huh. I should probably hang on to this.,1250
vox_plr_1_build_pickup_8,I used to collect buttons. Nothing serious. Just a hobby.,I used to collect buttons. Nothing serious. Just a hobby.,1250
vox_plr_1_build_pickup_9,I don't even know what this is!,I don't even know what this is!,1250
vox_plr_1_build_stm_drop_0,"Nah, I'm leaving this here. I don't even like the damn~thing.","Nah, I'm leaving this here. I don't even like this silly~thing.",1250
vox_plr_1_build_stm_final_0,I think I know what this is. It's a fucking death trap is~what-,"I think I know what this is. It's a death trap, that's~what!",1250
vox_plr_1_build_stm_pickup_0,"I should really keep this, even though I don't really want~it.","I should really keep this, even though I don't really want~it.",1250
vox_plr_1_build_stm_take_0,I don't like to use these myself. They make me kind of~queasy.,I don't like to use these myself. They make me kind of~queasy.,1250
vox_plr_1_build_sw_drop_0,I'm getting bored carrying this!,I'm getting bored carrying this!,1250
vox_plr_1_build_sw_final_0,"Is this one of your, uh, hi-fi systems or something?","Is this one of your, uh, hi-fi systems or something?",1250
vox_plr_1_build_sw_pickup_0,Maybe I should hang on to this. Just in case.,Maybe I should hang on to this. Just in case.,1250
vox_plr_1_build_sw_take_0,"Hey, maybe if I just pretend I know what it is, the others~will think I'm smart!","Hey, maybe if I just pretend I know what it is, the others~will think I'm smart!",1250
vox_plr_1_build_swap_0,"On second thought, I'll take this!","On second thought, I'll take this!",1250
vox_plr_1_build_swap_1,"Can't I have both? I mean, why do I have to choose?","Can't I have both? I mean, why do I have to choose?",1250
vox_plr_1_build_swap_2,I have to pick one?,I have to pick one?,1250
vox_plr_1_build_swap_3,I suppose I'd rather take this.,I suppose I'd rather take this.,1250
vox_plr_1_build_swap_4,I'll trade this for that.,I'll trade this for that.,1250
vox_plr_1_build_swap_5,"Uh, I think I'm gonna switch these two.","Uh, I think I'm gonna switch these two.",1250
vox_plr_1_build_swap_6,I hate making decisions. I really do.,I hate making decisions. I really do.,1250
vox_plr_1_build_swap_7,"Whoa, whoa, whoa, wait a second. I think I'd like this.","Whoa, whoa, whoa, wait a second. I think I'd like this.",1250
vox_plr_1_build_swap_8,So how am I supposed to know which one's more important?,So how am I supposed to know which one's more important?,1250
vox_plr_1_build_swap_9,I'm gonna leave this and I'll take this one instead.,I'm gonna leave this and I'll take this one instead.,1250
vox_plr_1_build_trb_drop_0,"I, uh, I think I should leave this right here.","I, uh, I think I should leave this right here.",1250
vox_plr_1_build_trb_final_0,Have I seen this before? It sure looks familiar.,Have I seen this before? It sure looks familiar.,1250
vox_plr_1_build_trb_pickup_0,"Okay, maybe this is too important to just leave laying~around.","Okay, maybe this is too important to just leave laying~around.",1250
vox_plr_1_build_trb_take_0,"Oh yeah, I remember this. It's for the, uh, air con,~right?","Oh yeah, I remember this. It's for the, uh, air con,~right?",1250
vox_plr_1_build_wrong_part_0,You mean I wasted my time hauling this over here?,You mean I wasted my time hauling this over here?,1250
vox_plr_1_build_wrong_part_1,"Don't suppose I can force it together? Nope, didn't think~so.","Don't suppose I can force it together? Nope, didn't think~so.",1250
vox_plr_1_build_wrong_part_2,So what am I supposed to do with this then?,So what am I supposed to do with this then?,1250
vox_plr_1_crawler_attack_0,Are we keeping this one alive for a reason?,Are we keeping this one alive for a reason?,1250
vox_plr_1_crawler_attack_1,"There's other ways to get my attention, you know.","There's other ways to get my attention, you know.",1250
vox_plr_1_crawler_attack_2,Someone throw this little turd a bone!,Someone throw this little turd a bone!,1250
vox_plr_1_crawler_attack_3,"You know, I'd pity you more IF YOU WEREN'T TRYING TO KILL~ME!","You know, I'd pity you more IF YOU WEREN'T TRYING TO KILL~ME!",1250
vox_plr_1_crawler_attack_4,AHH! GO BUG SOMEONE ELSE!,AHH! GO BUG SOMEONE ELSE!,1250
vox_plr_1_crawler_attack_5,"Any chance you'll just, I don't know, die on your own?","Any chance you'll just, I don't know, die on your own?",1250
vox_plr_1_crawler_attack_6,"Ah, fuck me! Don't you ever quit!",Don't you ever quit!,1250
vox_plr_1_crawler_kill_0,"Even if you'd lived, it wouldn't have been a very~fulfilling life.","Even if you'd lived, it wouldn't have been a very~fulfilling life.",1250
vox_plr_1_crawler_kill_1,I'm through giving warnings!,I'm through giving warnings!,1250
vox_plr_1_crawler_kill_2,Why am I always cleaning up other people's messes?,Why am I always cleaning up other people's messes?,1250
vox_plr_1_crawler_kill_3,Time to go!,Time to go!,1250
vox_plr_1_crawler_kill_4,"You know, no one's gonna miss ya!","You know, no one's gonna miss ya!",1250
vox_plr_1_crawler_kill_5,Don't care what you had to say! Your voice was just too~fucking annoying!,Don't care what you had to say! Your voice was just too~annoying!,1250
vox_plr_1_crawler_start_0,Something's still moving!,Something's still moving!,1250
vox_plr_1_crawler_start_1,Snap! That's the sound your fucking spine just made.,Snap! That's the sound your spine just made!,1250
vox_plr_1_crawler_start_2,"Is it dead? Is it? Ah, fuck!","Is it dead? Is it? Oh, no!",1250
vox_plr_1_crawler_start_3,Now you know what broken feels like!,Now you know what broken feels like!,1250
vox_plr_1_crawler_start_4,"Oh, are you in pain, little guy?","Oh, are you in pain, little guy?",1250
vox_plr_1_crawler_start_5,He's weak! Quick! Kill him!,He's weak! Quick! Kill him!,1250
vox_plr_1_crawler_start_6,You look confused! Don't you remember getting cut in half?,You look confused! Don't you remember getting cut in half?,1250
vox_plr_1_earn_acheivement_0,Wow! Did you see what I did? I didn't!,Wow! Did you see what I did? I didn't!,1250
vox_plr_1_earn_acheivement_1,I'm really not sure what that meant.,I'm really not sure what that meant.,1250
vox_plr_1_fall_down_hole_0,Ow! Damn it! That hurt! Someone should put a sign up~there! Ouch!,Ow! That hurt! Someone should put a sign up there! Ouch!,1250
vox_plr_1_fall_response_0,Hey! You okay down there?,Hey! You okay down there?,1250
vox_plr_1_favorite_wall_buy_0,Have you always been able to buy this from the wall? I had~no idea!,Have you always been able to buy this from the wall? I had~no idea!,1250
vox_plr_1_favorite_wall_buy_1,I ain't ever been so happy to see a six-shooter!,I ain't ever been so happy to see a six-shooter!,1250
vox_plr_1_favorite_wall_buy_2,"Oh, this is awesome! Now I don't have to fuck around with~the box!","Oh, this is awesome! Now I don't have to mess around with~the box!",1250
vox_plr_1_favorite_wall_buy_3,Sweet! Six shooters are among my all-time favorite~weapons!,Sweet! Six shooters are among my all-time favorite~weapons!,1250
vox_plr_1_favorite_wall_buy_4,I've got all I need right here in this gun.,I've got all I need right here in this gun.,1250
vox_plr_1_find_secret_0,Music soothes the savage beast? Do any of these beasts~look soothed to you? I don't think so.,Music soothes the savage beast? Do any of these beasts~look soothed to you? I don't think so.,1250
vox_plr_1_game_start_0,We came all this way to look at a big hole in the earth?,We came all this way to look at a big hole in the earth?,1250
vox_plr_1_generic_wall_buy_0,"Oh, for Christ- JUST GIVE ME A FUCKING GUN ALREADY!",Just give me a gun already!,1250
vox_plr_1_generic_wall_buy_1,The box is too much of a gamble for me. I'll make do with~this.,The box is too much of a gamble for me. I'll make do with~this.,1250
vox_plr_1_generic_wall_buy_2,Works for me!,Works for me!,1250
vox_plr_1_generic_wall_buy_3,"Sometimes, you just gotta go with what's closest at hand.","Sometimes, you just gotta go with what's closest at hand.",1250
vox_plr_1_generic_wall_buy_4,Here's my money!,Here's my money!,1250
vox_plr_1_ghost_damage_0,Ah! I thought ghosts couldn't hurt you!,Ah! I thought ghosts couldn't hurt you!,1250
vox_plr_1_ghost_damage_1,Ouch! I'm being attacked by a polter... ghost!,Ouch! I'm being attacked by a polter... ghost!,1250
vox_plr_1_ghost_damage_2,"Ah! Leave me alone, you spooky bastard! That really hurt!",Leave me alone! That really hurts!,1250
vox_plr_1_ghost_theft_0,"Hey, that's mine!","Hey, that's mine!",1250
vox_plr_1_ghost_theft_1,What? These ghosts are thieves!,What? These ghosts are thieves!,1250
vox_plr_1_ghost_theft_2,"Whoa, wait a minute. Where'd my money go?","Whoa, wait a minute. Where'd my money go?",1250
vox_plr_1_gunshop_chalk_0,"What the fuck am I supposed to do with this? Huh? Draw my~own weapons? Hey, that's not a bad idea.",I guess this is magic chalk! Wanna throw in some beans~too?,1250
vox_plr_1_heal_revived_0,"Okay, okay! I fucked up!","Okay, okay, I messed up.",1250
vox_plr_1_heal_revived_1,"Well, I guess I got myself to blame for that.","Well, I guess I got myself to blame for that.",1250
vox_plr_1_heal_revived_2,That was unfortunate. Especially the part where I needed~help.,That was unfortunate. Especially the part where I needed~help.,1250
vox_plr_1_heal_revived_3,"I am eternally grateful! For the next few seconds, anyway.","I am eternally grateful! For the next few seconds, anyway.",1250
vox_plr_1_heal_revived_4,I don't want to talk about it. Not now. Not ever.,I don't want to talk about it. Not now. Not ever.,1250
vox_plr_1_hr_resp_surrounded_0,"Aw, what happened, Russman?","Aw, what happened, Russman?",1250
vox_plr_1_in_maze_0,"Ugh, a maze? Great. I fucking hate mazes!",A maze? Great! I absolutely hate mazes!,1250
vox_plr_1_in_maze_1,"Hey, this looks like a real good place to get ambushed!","Hey, this looks like a real good place to get ambushed!",1250
vox_plr_1_in_maze_2,"Left, right, left, right. I don't have a route in mind~here. I'm just concentrating on walking.","Left, right, left, right. I don't have a route in mind~here. I'm just concentrating on walking.",1250
vox_plr_1_in_maze_3,Hmm. Wonder if there's a little food court in the middle.,Hmm. Wonder if there's a little food court in the middle.,1250
vox_plr_1_invisible_collision_0,Ow! What the hell was that?,Ow! What on earth was that?,1250
vox_plr_1_invisible_collision_1,"Ah, dammit! I just banged my stupid head on a stupid~invisible wall!",What? I just banged my stupid head on a stupid invisible~wall.,1250
vox_plr_1_kill_close_0,Whoa! You was right on my ass!,Whoa! You was right on my rear!,1250
vox_plr_1_kill_close_1,"It was me or you, pal? Easy question if you ask me.","It was me or you, pal? Easy question if you ask me.",1250
vox_plr_1_kill_close_2,"I can handle myself, believe me!","I can handle myself, believe me!",1250
vox_plr_1_kill_close_3,"You smell a whole lot fucking better when you've been~heated up a little, pal!","You smell a whole lot better when you've been heated up a~little, pal.",1250
